vid_id,chunk_id,text
3,40,"if tolerated. The drain is usually removed after two days. The patient is advised to have a puree
 diet for four to six weeks. Results. 32 patients have undergone this technique. Of this, 26 were
 female and six were male. The median follow-up was 19 months. The median age for this group was 72
 years of age. Of these 32 patients, four were type 1. All of these were greater than seven centimeters.
 23 were type 3, of which three were recurrent. And lastly, four were type 4. Of these patients,
 there was one recurrence and one mortality. This patient had a recurrent type 3 hiatus hernia,
 and this was a difficult dissection. Post-operatively,
 this recurrence was recurrent. The recurrence was recurrent. The recurrence was recurrent.
 This patient was quite well and tolerated fluids well for the first 48 hours. She then unexpectedly
 rapidly decompensated from unrecognized cardiac tamponade. Conclusion. The key points for this
 procedure includes 1. Complete and circumferential mobilization of the hiatus hernia with excision
 of the sac. 2. Adequate exposure and crura repair. 3. Reinforcement of the cruroplasty
 with biosynthetic mesh. 4. Further reinforcement of the repair with a modified 180 degree anterior
 dual fundoplication."
11,0,"This protocol enables successful anastomosis using readily available single needle sutures
 and may improve patients' patency and natural pregnancy rates by"
11,1,"preserving the vas deferens vessels. Single-needle sutures in this technique are readily available
 in most countries. Preservation of the vas deferens vessels protects blood supply to
 anastomotic stomas and epididymis, and it's more consistent with the physiological structure.
 This technique is suitable for epididymal obstructive azoospermia and vasectomy without
 damage to vasculature of vas deferens, and it requires specialized microsurgical training.
 Visual demonstration is important for this procedure as it makes this technique easier
 to understand and learn. Begin by inserting a 16 French Foley catheter into the urethra and
 marking the incision sites with a skin marker. Make a 3 to 4 centimeter vertical scrotal incision
 and deliver the testis through the incision. Using a vas fixation clamp, expose the vas
 deferens next to the spermatic cord near the testis. Pass a vascular sling through the space
 between the vas deferens and the testis. Pass a vascular sling through the space between the
 vas deferens and the testis. Pass a vascular sling through the space between the vas deferens and the
 vas deferens and the vas deferens vasculature. Apply traction to the vascular sling. Under
 the operating microscope, separate the connective tissue with microhemostatic forceps and cut with
 an electrical knife. Then carefully dissociate the differential vessels with the microhemostatic
 forceps 1 centimeter from the vas deferens. Hemisect the vas deferens. Then confirm its
 patency by injecting diluted methylene blue with a 24 gauge irrigating needle connected to a 1 ml
 syringe and observing the dye in the urine. Alternatively, inject 0.9% sodium chloride
 solution with no resistance or reflux. Separate the adhesion between the tunica vaginalis and the
 testis with microhemostatic forceps and cut it with an electric knife after opening the tunica
 vaginalis."
11,2,"Separate the adhesion between the tunica vaginalis and the testis with microhemostatic forceps
 and cut it with an electric knife after opening the tunica vaginalis.
 Examine the epididymis under the operating microscope and select the site of dilated
 epididymal tubule for anastomosis. Using ophthalmic scissors, cut a 5 mm diameter
 piece of the epididymal tunic. Completely transect the vas deferens with a knife and ligate"
11,3,"Using ophthalmic scissors, cut a 5mm diameter piece of the epididymal tunic.
 Completely transect the vas deferens with a knife and ligate the broken ends near the epididymis with silk-braided, non-absorbable suture.
 Perforate the tunica vaginalis using hemostatic forceps and pass the isolated part of the vas deferens through the tunnel to reach the anastomosis site.
 Fix the vas deferens and epididymis tunic using two interrupted 8-O polypropylene sutures.
 Ensure the vas deferens is not twisted.
 Use microscopic bipolar coagulation to stop the vas deferens from bleeding to keep the operative field clear.
 After marking four equidistant suture sites on the vas deferens, perform this modified single-armed suture technique for live using two single-armed 10-O polypropylene sutures.
 Using a microneedle,"
11,4,"on the vas deferens, perform this modified single-armed suture technique for live using
 two single-armed 10-0 polypropylene sutures. Using a microneedle holder, pass two needles
 through the inferior points of the vasomucosal layer separately in an outside-in manner to
 slightly dilate the vasolumen. Accurately control the needle under the microscope and avoid hooking
 the needle into the back wall of the lumen. Move the two needles in parallel and longitudinally
 through the same epididymal tubule. Using a 15-degree ophthalmic knife, place two needles
 in the epididymal tubule opened longitudinally between the two needles. Aspirate the epididymal
 fluid flowing from the incision in the tubule with a 24-gauge irrigating needle connected to a 1
 milliliter syringe. Hand it to an examiner to check for sperm. Gently pull out two needles in
 the epididymal tubule separately and pass them through the superior points of the vasomucosal
 layer in an inside-out manner.
 Suture the adventitia of the vas deferens in the epididymal tunic with an 8-oh polypropylene
 suture to reduce tension before performing intussusception of the epididymal tubule into
 the vas deferens. Suture the muscularis edge of the vas deferens in the epididymal tunic using"
11,5,"before performing intussusception of the epididymal tubule into the vas deferens.
 Suture the muscularis edge of the vas deferens in the epididymal tunic
 using 10-12 interrupted nino-polypropylene sutures.
 This study included 92 males aged between 20-47 years.
 All men underwent the bilateral vessel sparing modified single-armed technique for live
 and the mean operation time was approximately 224 minutes.
 No postoperative complications or severe adverse effects were noted.
 A regular follow-up plan was established with the first semen analysis at 6 weeks after surgery
 followed by a check-up every 3 months.
 The patency rate was 81.7% and the average time of patency was approximately 4.64 months.
 The semen revealed oligospermia or asthenospermia at the time of first patency.
 The average age of the spouses ranged from 20-46 years.
 None of these spouses had any diseases that affected their fertility.
 The natural pregnancy rate was 35.8%.
 In vitro fertilization using testicular aspiration to obtain sperm was achieved in one pregnancy.
 The partners of the remaining 29 patients became pregnant naturally
 and 86.2% were pregnant within 12 months post-surgery.
 The most important part of the"
11,6,"into the back wall of the vas deferens lumen and keep the anastomosis free of tension.
 The critical steps include vessel separation and live performance."
8,0,"and related images for educational and scientific purposes.
 This protocol follows guidelines of our institution's Human Research Ethics Committee.
 We will discuss the case of a 32-year-old woman desiring future fertility.
 She has biopsy-proven endometriosis from a prior diagnostic procedure which left her
 disease incompletely resected and resulted in medically refractory pain.
 She was a candidate for minimally invasive approach to resect endometriosis.
 Step 1. The preoperative evaluation.
 Every patient should complete an in-person consultation to obtain a thorough history
 and physical exam. Additionally, the patient should be screened to determine which preoperative
 imaging study may be helpful. Transvaginal ultrasonography is a standard imaging modality
 as it usually provides adequate visualization and resolution of the uterus, posterior cul-de-sac."
8,1,"Vaginal ultrasonography is a standard imaging modality as it usually provides adequate visualization
 and resolution of the uterus, posterior cul-de-sac, right and neck."
8,2,"require further surgical planning. These findings may be reliably assessed with ultrasound alone
 in most patients with an experienced radiologist in aid of bowel prep. Determine whether the patient
 is an appropriate surgical candidate. Indications for cystectomy include size greater than 4
 centimeters with pain or infertility or size less than 4 centimeters with medically refractory pain
 or concern for follicle count or accessibility during assisted reproduction. The patient must
 have no other surgical contraindications. This patient had lesions up to 5 centimeters
 plus medically refractory pain and was thus a candidate for cystectomy."
8,3,"must have no other surgical contraindications.
 This patient had lesions up to five centimeters
 plus medically refractory pain
 and was thus a candidate for cystectomy."
8,4,"The patient must be informed about the potential risks and benefits of the proposed surgery.
 A more complete resection risks further decline in ovarian reserve.
 The patient should be informed of management options regarding abnormal salpinges.
 In cases of deep infiltrating endometriosis,
 significant surgical morbidity and need for bowel resection must be addressed."
8,5,"discussion of the exam under anesthesia and diagnostic laparoscopy. After an exam under
 anesthesia, create a pneumoperitoneum with standard techniques with entry either peri-umbilically
 or at Palmer's point, as denoted by U and P on the figure. Place at least two additional lower
 abdominal ports as shown here in the figure. First, perform a diagnostic laparoscopy to exclude
 surgical injury and to identify anatomy, adhesions, and possible endometriotic implants in the
 peritoneal cavity. Place a uterine manipulator and utilize steep Trendelenburg position to optimize
 visualization of pelvic structures."
8,6,"systematically evaluate all pelvic structures and spaces. For diagnostic purposes, biopsy all
 possible endometriotic implants. Endometriosis can be scored to reliably describe the patient's
 condition using either the Revised American Society for Reproductive Medicine system
 or the Endometriosis Fertility Index, which is most appropriate for predicting fertility outcomes.
 Often, adhesiolysis is required for adequate exposure. Lysis of adhesions allow for adequate
 tissue handling. Once port placement is optimal, prepare to dissect adhesions to expose the
 agnexa. Divide the kissing ovaries and lyse tubal adhesions. Start with blunt
 dissection from the healthy tissue proximally."
8,7,"Divide the kissing ovaries in lice tubal adhesions.
 Start with blunt dissection from the healthy tissue proximally,
 working towards dense adhesions and abnormal anatomy.
 Triangulate applied forces to allow for efficient dissection.
 Atraumatic raspers can apply traction to sensitive tissues,
 while a suction irrigator can push, sweep, hydrodissect,
 and aspirate for enhanced visualization."
8,8,"Continue along a dissection plane until it can no longer be easily developed bluntly.
 Use scissors or energy devices like ultrasonic shears to dissect dense adhesions.
 Ensure full tubal length is freed from adhesions, including fimbriae.
 When working in proximity to major structures, the surgeon must be prepared to perform
 retroperitoneal dissection and ureterolysis for safe identification of anatomy prior to dividing adherent structures.
 The next step is to evaluate for genital tract patency.
 We demonstrate this with chromopertubation.
 Through the uterine manipulator, inject dilute methylene blue.
 Evaluate laparoscopically for distension."
8,9,"After tubal pathology is identified and evaluated, consider removal of diseased portions if
 consistent with the surgical plan. Here, we perform a partial right sulpingectomy after
 identification of the infundibulopelvic ligament labeled with a star. Exposing the tube with graft"
8,10,"we perform a partial right sulpingectomy after identification of the infundibulopelvic ligament
 labeled with a star. Exposing the tube with graspers, start the dissection of the tubal
 lumen from the mesocell pangs at its fimbriated end. Limit the amount of mesocell pangs excised
 to preserve anastomotic vascular connections that supply ovarian tissue. Reaching the isthmus,
 transect across the full tubal."
8,11,"of mesosalpinx excise to preserve anastomotic vascular connections that supply ovarian tissue.
 Reaching the isthmus, transect across the full tubal lumen to complete this step.
 The patient should be informed of her tubal status as well as the presence of any remaining
 tubal tissue after surgery. The next step is a stectomy for ovarian endometrioma.
 Divide remaining adhesions to free the ovary. Any disruption of the endometrioma cyst wall
 will yield chocolate-colored fluid. Elevate the ovary with graspers to facilitate exposure of the
 lesion. Incise the thinnest portion of ovarian cortex to expose the cyst wall. In this example,
 the endometrioma is then drained to identify the cyst wall."
8,12,"plane. This will avoid tearing. In this example,"
8,13,"After complete excision, assess the operative bed for hemostasis.
 Use copious irrigation and aspiration to remove hemoperitoneum and evaluate for active bleeding.
 Start by observing the ovary for 1 to 3 minutes as the endogenous coagulation cascade is activated.
 If bleeding continues, try topical hemostatic agents.
 Consider suturing for actively bleeding vascular lesions.
 In our patient example, we applied focused ultrasonic energy as we were assured of a safe margin away from genital urinary and gastrointestinal structures."
8,14,"as we were assured of a safe margin away from genital, urinary, and gastrointestinal structures.
 Surgeons should minimize energy application to sensitive tissues,
 such as the ovary and its related blood supply.
 Consider sources with the least potential for lateral thermal spread,
 such as laser vaporization with carbon dioxide, ultrasonic energy,
 followed by bipolar, and lastly, monopolar electrosurgery,
 which has the greatest potential for collateral damage and inadvertent injury.
 Once hemostasis is assured, gather all specimens for retrieval into a bag to"
8,15,"surgery, which has the greatest potential for collateral damage and inadvertent injury.
 Once hemostasis is assured, gather all specimens for retrieval into a bag to reduce the risk
 of port site endometriosis.
 Specimen removal should be under direct visualization.
 Address remaining sites of endometriosis.
 Specific approaches and techniques for this vary depending on the site of implantation.
 Peritoneal implants can be biopsied and stripped, while removal of deep disease that cannot
 be shaved may require coordination with specialists, such as urologic or colorectal surgeons.
 Confirm hemostasis at the operative bed.
 Fascial defects larger than 1 cm are closed, followed by skin closure."
8,16,
8,17,"The total operative time was 251 minutes.
 There was a total estimated blood loss of 200 cc's.
 The recovery period was uncomplicated, and histopathological examination revealed
 a right hydrosalpynx with paratubal cyst, bilateral endometrioma measuring 3.7 and 4.5 cm, and ovarian tissue."
6,0,"including division of the gastroduodenal artery, have rarely been described.
 A 45-year-old male presented with refractory chronic pancreatitis
 non-responsive to conservative pain management for three years."
6,1,"years. The patient is in French position. 7 trocars are placed, 4 robotic and 2 laparoscopic
 assistant trocars, and 1 trocar for the liver retractor. The pneumoperitoneum is created
 with the ferrous needle in the left hypochondrium. Then the trocars are placed."
6,2,peritoneum is created with the ferrous needle in the left hypochondrium then the trochosa placed the first operative step is the mobilization of the stomach the greater omentum is opened two centimeters caudal
6,3,"from the gastroepiploic vessels.
 The snake retractor retracts the stomach and the left liver ventrally and cranially."
6,4,"and the left liver ventrally and cranially, the identification of the pancreatic duct
 with ultrasonography. An intraoperative ultrasound is performed to locate the main pancreatic duct
 which is then opened using the robotic monopolar diathermia hook.
 Once the trajectory of the main pancreatic duct is determined, the pancreas is opened."
6,5,"When the pancreatic duct is determined, the pancreas is opened."
6,6,
6,7,"The gastroduodenal artery is exposed and ligated on both sides with stitches, just below the"
6,8,"The gastroduodenal artery is exposed and ligated on both sides with stitches, just below and above the pancreatic duct."
6,9,The fourth operative step is pulling up the small bowel
6,10,"The fourth operative step is pulling up the small bowel to identify the roux limb.
 The mesocolon is opened and approximately"
6,11,"The mesocolon is opened and, approximately 30 cm from trite's ligament,
 the jejunum is divided using an endostapler.
 The future lateral jejuno-jejunostomy site"
6,12,"divided using an endostabler. The future lateral jejuno-jejunostomy site is marked
 at a measured distance of 50 centimeters."
6,13,"at a measured distance of 50 centimeters.
 Now, the reconstructive phase starts
 with the pancreatic jejunostomy.
 The roux limb is opened with monopolar electrocautery."
6,14,"electrocautery. First, the caudal part of the anastomosis."
6,15,"First, the caudal part of the anastomosis is completed with a single row running suture.
 The cranial part of the anastomosis is completed in the same fashion."
6,16,
6,17,
6,18,
6,19,"The small bowel loops are aligned, and one enterotomy is made with monopolar electrocautery in each loop."
6,20,"The small bowel loops are aligned and one enterotomy is made with monopolar electrocautery
 in each loop. Then the anastomosis is created using an endostapler. The remaining opening
 is closed with the 3-0 barbed suture. A single tubular drain is placed next to"
6,21,A single tubular drain is placed next to the pancreatic anastomosis site.
2,0,ご視聴ありがとうございました
2,1,"This protocol demonstrates the feasibility and safety of performing LPD using the in-situ no-touch isolation technique, which might elevate the R0 response."
2,2,"demonstrates the feasibility and safety of performing LPD using the in-situ no-touch
 isolation technique, which might elevate the R0 resection rate. The main advantage of this method
 is to ensure that all steps follow the oncologic principles of no-touch in order to decrease"
2,3,"The main advantage of this method is to ensure that all steps follow the oncologic principles of no touch in order to decrease the risk of metastasis in the tumor cells.
 Due to the complex resection and reconstruction techniques, this procedure can only be performed by experienced surgical teams in high-volume centers with both"
2,4,"section and reconstruction techniques. This procedure can only be performed by experienced
 surgical teams in high-volume centers with both open and laparoscopic pancreatic surgical skills.
 This method is an oncological ideal operation process."
2,5,"open and laparoscopic pancreatic surgical skills.
 This method is an oncological ideal operation process.
 To begin,"
2,6,"To begin, explore the intraperitoneal organs and peritoneal surfaces meticulously for unexpected
 extrapancreatic metastases.
 Resect the"
2,7,"intraperitoneal organs, and peritoneal surfaces meticulously for unexpected
 extrapancreatic metastases. Resect the greater omentum and open the lesser sac
 by dividing the gastrocolic ligament, then ligate Henle's gastrocolic trunk vein."
2,8,"and open the lesser sac by dividing the gastrocolic ligament then ligate Henle's
 gastrocolic trunk vein explore the gap between the pancreatic neck and SMV at
 the lower edge of the pancreas the transverse colon and its mesentery are elevated cephalad
 then expose the second and third parts of the duodenum after the mesentery sac"
2,9,"and its mesentery are elevated cephalad.
 Then, expose the second and third parts of the duodenum
 after the mesentery section.
 Expose the inferior vena cava, left renal vein,
 celiac trunk, aorta, and SMA to reconstruct"
2,10,"Expose the inferior vena cava, left renal vein, celiac trunk, aorta, and SMA to reconfirm the resectability and mobilize the posterior of the pancreatic head.
 Then, perform the dissection along the SMV to clear all the"
2,11,"the resectability and mobilize the posterior of the pancreatic head then perform the dissection
 along the SMV to clear all the tissues on the right side ensure that there is no ischemia
 in the transverse colon ligate the root of the middle colonic artery to fully"
2,12,"the tissues on the right side. Ensure that there is no ischemia in the transverse colon.
 Ligate the root of the middle colonic artery to fully expose the SMV. Place the entire small
 bowel on the left side to facilitate the exposure, and then expose the dissection
 of the distal duodenum proximal to the ligament."
2,13,"Place the entire small bowel on the left side
 to facilitate the exposure,
 and then expose the dissection of the distal duodenum
 proximal to the ligament of trites.
 Divide the proximal jejunum with a stapler
 and expose the SMA by tracing along the jejunal artery.
 Place a French H catheter for hanging and encircling"
2,14,"with a stapler and expose the SMA by tracing along the jejunal artery.
 Place a French H catheter for hanging and encircling the dorsal aspect of the SMA and SMV.
 Pull the catheter to the upper right side to allow SMA dissection on its periadventicial
 plane on the anterior left margin and its separation from the mesopancreas.
 Ligate."
2,15,"SMA dissection on its periadventical plane on the anterior left margin and its separation
 from the mesopancreas.
 Ligate the first jejunal artery involved by the tumor and sacrifice.
 Identify the first jejunal vein and the inferior pancreaticoduodenal veins, or IPDV, which
 are the"
