vid_id,chunk_id,text
Vzn77Lnibqs,10,"Flashes of water coming across the screen. That's the end of the stomach there. That little hole is called the pylorus
 Which is a muscular opening
 Which when it opens will let the scope pop into the duodenum the first part of the intestine
 Which I'm now in and we are now down into the duodenum and the scope will be advanced down the duodenum
 The duodenum is the first part of the small intestine. You can see I'm rotating"
Vzn77Lnibqs,11,"the scope will be advanced down the duodenum. The duodenum is the first part
 of the small intestine. You can see I'm rotating the scope around here and
 angling the scope upwards. The mucosa is glistening here. You'll see me wipe the"
Vzn77Lnibqs,12,"the scope around here and angling the scope upwards. The mucosa is glistening here. You'll
 see me wipe the screen with water. Now here I'm pointing out the villi. The villi look like
 finger-like projections. 90% of the digestion absorption of food come in through the small
 intestine. These are one cell thick lining and the villi give additional mucosal surface in order for
 the food to be absorbed. Often they're easiest to see when there's some liquid on top and that's
 why you see the yellowish liquid that's on top that allows you to see it. Some people say it looks"
Vzn77Lnibqs,13,"Often they're easiest to see when there's some liquid on top and that's why you see the yellowish
 liquid that's on top that allows you to see it. Some people say it looks like a shag carpet.
 Now I'm withdrawing the scope here and as I withdraw the scope it falls back quickly into the stomach which often is the case."
Vzn77Lnibqs,14,"carpet. Now I'm withdrawing the scope here and as I withdraw the scope it
 falls back quickly into the stomach which often is the case and then you
 have to advance it back into the duodenum. This video is edited I've taken
 some sections out but it gives you a good idea of what the duodenum looks
 like."
Vzn77Lnibqs,15,"This video is edited. I've taken some sections out, but it gives you a good idea of what the duodenum looks like.
 Now we're in the stomach. You'll see the stomach's red. There's some red linear markings that that arrow's pointing to.
 There's very mild stomach information, which was confirmed on biopsy in this particular video."
Vzn77Lnibqs,16,"red. There's some red linear markings that that arrow is pointing to. There's very mild
 stomach information, which was confirmed on biopsy in this particular case."
Vzn77Lnibqs,17,
Vzn77Lnibqs,18,"There's many different causes for stomach inflammation.
 The purpose of the stomach is to store food. It's also to grind the food down and to mix the food and"
Vzn77Lnibqs,19,"is for stomach inflammation. The purpose of the stomach is to store food. It's also to
 grind the food down and to mix the food."
Vzn77Lnibqs,20,"by secreting acid primarily.
 There are muscles in the stomach that help contract
 to grind the food down.
 Here I am taking biopsies of these areas that are reddened."
Vzn77Lnibqs,21,"tract to grind the food down.
 Here I am taking biopsies of these areas that are reddened.
 You can see those red lines again in the stomach."
Vzn77Lnibqs,22,"The stomach really is a storage reservoir for food in order for the food to get broken down.
 I'm taking some additional biopsies from the stomach. We often take two"
Vzn77Lnibqs,23,"really is a storage reservoir for food in order for the food to get broken down. I'm taking some
 initial additional rather biopsies from the stomach. We often take two from the end of the
 stomach, two from the area we just took from and then the final two will be from what we call the
 body of the stomach. You're looking at the body of the stomach there and the way we know that"
Vzn77Lnibqs,24,"end of the stomach, two from the area we just took from, and then the final two will be from
 what we call the body of the stomach. You're looking at the body of the stomach there and
 the way we know that is that we can see folds. You will see folds in this part of the stomach
 which you can see along the bottom surface here where the biopsy forceps is going in."
Vzn77Lnibqs,25,"that we can see folds. You will see folds in this part of the stomach which you
 can see along the bottom surface here where the biopsy forceps is going into.
 These biopsies are painless so if you're having an upper GI tract endoscopy done
 without sedation this does not hurt. I'm now going to retroflex the scope so you
 can see the scope in the foreground."
Vzn77Lnibqs,26,Without sedation this does not hurt. I'm now going to retroflex the scope so you can see the scope in the foreground
Vzn77Lnibqs,27,
Vzn77Lnibqs,28,"And I'm going to rotate the scope around so that I can look into the upper part of the stomach, which we call the fundus.
 I'm adding some air."
Vzn77Lnibqs,29,"and I'm going to rotate the scope around
 so that I can look into the upper part of the stomach,
 which we call the fundus.
 I'm adding some air, CO2, to distend this area
 and at the same time I'm suctioning that liquid."
Vzn77Lnibqs,30,to distend this area and at the same time I'm suctioning that liquid. Again you can
Vzn77Lnibqs,31,"You can see the black scope in the foreground with the white line marking,
 which gives us an idea of how far in the stomach we are.
 Once we've had a good look at the duodenum and the stomach, we withdraw all of the air"
Vzn77Lnibqs,32,"where you are. Once we've had a good look at the duodenum in the stomach, we
 withdraw all of the air or CO2 that's in the stomach which I'm doing. You can see
 it collapse now. The stomach is collapsing. I'm withdrawing the scope. There's a small"
Vzn77Lnibqs,33,"salmon pink colored mucosa of the stomach to the whitish gray mucosa of the esophagus. I'm taking a
 biopsy here at the gastroesophageal junction. Again these are painless biopsies. This particular
 patient had a slightly irregular GE junction with a fold of mucosa which I've just biopsied a little"
Vzn77Lnibqs,34,"This particular patient had a slightly irregular GE junction with a fold of mucosa,
 which I've just biopsied a little bit higher than the rest of the"
Vzn77Lnibqs,35,"GE junction. We're taking these biopsies to see if there's inflammation from acid coming back up into this region
 causing inflammation"
Vzn77Lnibqs,36,"We're taking these biopsies to see if there's inflammation from acid coming back up into this region
 causing
 inflammation of the distal or the end of esophagus which we called esophagitis and that's secondary to
 gastroesophageal reflux disease. At this point I'm withdrawing the scope and you can see the mucosa of the esophagus.
 We come back slowly to look for any pathology here in the esophagus."
Vzn77Lnibqs,37,"We come back slowly to look for any pathology here in the esophagus
 Now I'm coming through the upper esophageal sphincter. I've just come through it there and
 Now I am sitting just behind the vocal cords. You can see the vocal cords pointed out in white
 There's a left and a right and the black arrow is pointing to where we have just been
 When we intubate somebody and put them on life supports, we put a tube between those vocal cords"
Vzn77Lnibqs,38,"There's a left and a right.
 And the black arrow is pointing to where we have just been.
 When we intubate somebody and put them on life supports,
 we put a tube between those vocal cords
 right in the middle of the screen to ventilate the lungs.
 I'm sucking out some of the secretions
 that sometimes pool in that region.
 Now you can see the way"
videosaM99uVs29A,0,"The Mount Sinai Otolaryngology Surgical Video Series presents
 Septoplasty with Inferior Turbinate Reduction.
 This procedure is performed by our Department Rhinologists,
 Sleep and Plastic Surgeons, as well as our General Otolaryngologists
 for nasal obstruction or better CPAP compliance.
 This video was edited by Zachary Schwamm.
 This is an endoscopic view of the right side of the nose
 after decongestion with topical epinephrine.
 The septum is midline with a large spur, or deflection.
 On the lateral wall of the nasal cavity are the inferior middle turbinates.
 Nasal obstruction in this case is primarily caused by the septal spur
 contacting a swollen inferior turbinate.
 First, the inferior turbinate is out-fractured laterally with a freer
 first on the right and then on the left.
 It is most effective if one pushes superiorly.
 It is important not to lacerate the turbinate.
 Next, hairs are trimmed with a scissor."
videosaM99uVs29A,1,"It is most effective if one pushes superiorly. It is important not to lacerate the turbinate.
 Next, hairs are trimmed with a scissor. This is a picture from Gray's Anatomy showing the
 anatomy of the septum. Anteriorly, there is a cartilaginous component that overlaps with the
 nasal bone superiorly, and this articulates with the perpendicular plate of the ethmoid bone and
 the vomer. The inferior aspect of the septum is the maxillary crest. Two incisions are possible,
 the hemitransfixion incision, which is made at the most caudal aspect of the septum,
 and the chelian incision, which is made a bit further posteriorly.
 We will be demonstrating the hemitransfixion."
videosaM99uVs29A,2,"incisions are possible. The hemi-transfixion incision, which is made at the most caudal
 aspect of the septum, and the chelian incision, which is made a bit further posteriorly. We will
 be demonstrating the hemi-transfixion. The left caudal septum is injected with 1%
 lidocaine with 1 to 100,000 epinephrine. One can see the blanching. Next, an incision is made over
 the caudal septum with an ophthalmic crescent knife, although this can be done with a 15-blade
 scalpel or needle-tip bovie. The incision is taken down, too, but not through the septal
 cartilage. A mucoperichondrial flap is then elevated off the cartilage with a caudal elevator,
 and then a freer elevator with built-in suction."
videosaM99uVs29A,3,"then a freer elevator with built-in suction. One can see the white of the
 cartilage. The flap is then elevated on the left side working on a broad plane."
videosaM99uVs29A,4,"The flap is then elevated on the left side, working on a broad plane.
 Taking the view from the nasal cavity, one can see the instrument dissecting in the submucoperichondrial plane.
 Going back inside the flap, things are elevated inferiorly off the maxillary crest.
 The decussating fibers inferiorly usually make this part a bit tougher to do.
 A D-knife is a great instrument"
videosaM99uVs29A,5,A pledget with epinephrine is then placed on the flap to a
videosaM99uVs29A,6,"with hemostasis.
 The flap is then elevated
 anteriorly off the crest
 with the D-knife.
 This diagram"
videosaM99uVs29A,7,The flap is then elevated anteriorly off the crest with the D-knife.
videosaM99uVs29A,8,"1.5 centimeters outlined in red to prevent saddling of the nose. When resecting the bony septum,
 it is important not to torque on the perpendicular plate of the ethmoid as it is connected to the bony skull base.
 Next, the cartilage cut is made again with the crescent knife. A cut is made through the cartilage,
 but not through the mucoperichondrial flap on the contralateral side.
 The cartilage is then separated from the right mucoperichondrial flap with a caudal elevator and raised posteriorly."
videosaM99uVs29A,9,"from the right mucoparachondrial flap with a caudal elevator and raised posteriorly.
 With the scope in the right nasal cavity, one again sees the elevation of the flap."
videosaM99uVs29A,10,"With the scope in the right nasal cavity, one again sees the elevation of the flap.
 Once the flaps are elevated on both sides of the cartilage, the cartilage is resected with biting instruments,
 in this case a closed Janssen-Middleton.
 Harder bone is resected with an open Janssen-Middleton,"
videosaM99uVs29A,11,Harder bone is resected with an open Janssen-Middleton. Clean cuts are
videosaM99uVs29A,12,Only the cartilage over the maxillary crest is now left. A caudal elevator is wedged by
videosaM99uVs29A,13,"between the bony crest and the septal cartilage
 and flipped superiorly.
 The cartilage has to be free from both flaps
 for this move to work."
videosaM99uVs29A,14,"Looking through the nasal cavity, the septum is now straight and the deviated aspect removed.
 The remnant L-strut is shown here.
 The concave surface of the cartilage is now scored with a creditor."
videosaM99uVs29A,15,"incision is closed with a small chromic suture. Quilting stitches are placed using a small keef
 needle that will go back and forth through the septum to eliminate dead space and prevent
 septal hematoma. After several passes, most of which are not shown here, the suture is tied down.
 Next, the crescent knife is used to make a small incision in the posterior septal mucosa as a vent
 for blood to egress. This should not cause a perforation as it only goes through one mucosal
 flap. Local is injected into the left inferior turbinate and then the right. An incision with
 the crescent knife is made on the head of the right inferior turbinate down to the bone.
 The same is done on the left. A caudal is then used to elevate the mucoperiosteum off
 the turbinate bone first on the right and then on the left."
videosaM99uVs29A,16,"The same is done on the left.
 A caudal is then used to elevate the mucoperiosteum off the turbinate bone, first on the right and then on the left."
DUVDKoKSEkU,0,"Now we will perform upper endoscopy in a 62-year-old male patient with epigastric pain.
 First, put the tip of the endoscope on the patient's tongue.
 Under direct vision, guide the scope through the mouth.
 You can see the uvula at the 6 o'clock position."
DUVDKoKSEkU,1,"When the epiglottis, the cricoarytenoid cartilage, and vocal cords appear,
 guide the tip of the instrument behind the cricoarytenoid cartilage
 and instruct the patient to swallow while you apply gentle pressure
 just to allow the cricopharyngeal sphingosympathia to appear."
DUVDKoKSEkU,2,"appear, guide the tip of the instrument behind the cricoarytenoid cartilage and instruct
 the patient to swallow while you apply gentle pressure just to allow the cricopharyngeal
 sphincter to be passed.
 Advance the endoscope slowly to allow careful examination of the esophageal contour and
 mucosa."
DUVDKoKSEkU,3,Advance the endoscope slowly to allow careful examination of the esophageal contour and mucosa.
DUVDKoKSEkU,4,Examination of the oesophagus ends with inspection of the gastroesophageal junction.
DUVDKoKSEkU,5,"Examination of the oesophagus ends with inspection of the gastroesophageal junction,
 with its level being determined in relation to the diaphragmatic hiatus.
 The red mucosal tongues at the gastroesophageal junction are highly suggestive of"
DUVDKoKSEkU,6,"hiatus. The red mucosal tongues at the gastroesophageal junction are highly
 suggestive of short Barrett's oesophagus."
DUVDKoKSEkU,7,"Barrett's esophagus. Now advance the scope into the stomach and align the tip
 along the longitudinal axis of the stomach by means of a 60 to 90 degrees
 clockwise talking maneuver. There are certainly many"
DUVDKoKSEkU,8,"the scope into the stomach and align the tip along the longitudinal axis of the
 stomach by means of a 60 to 90 degrees clockwise talking maneuver. There are
 certainly many ways of examining the stomach. The important point is to be
 both systematic and deliberate so as to minimize the amount of unexamined
 surface area. To this end our"
DUVDKoKSEkU,9,"of examining the stomach. The important point is to be both systematic and deliberate so as
 to minimize the amount of unexamined surface area. To this end our approach in general is
 to observe the stomach in detail after rather than before the duodenum has been examined."
DUVDKoKSEkU,10,"after, rather than before, the duodenum has been examined.
 So let us first move to the duodenum.
 The pylorus is examined closely, with particular attention being given to its motility during
 peristalsis.
 Now intubate the duodenal bulb by advancing the tip of the scope as close"
DUVDKoKSEkU,11,"Now, intubate the duodenal bulb by advancing the tip of the scope as closely as possible to the pyloric ring and then applying gentle pressure.
 At this stage, the patient may experience a little discomfort."
DUVDKoKSEkU,12,"as possible to the pyloric ring and then applying gentle pressure.
 At this stage the patient may experience a little discomfort.
 Successful intubation results in a red-out appearance
 due to the tip of the instrument being applied closely to the mucosa of the anterior
 wall of the bulb. After the proximal bulb has been entered by the pyloric
 channel, stop and wait until sufficient air has been given to inflate
 the bulb. Inspection of the bulb is carried out using advancing and withdrawing"
DUVDKoKSEkU,13,"When the proximal bulb has been entered by the pyloric channel, stop and wait until sufficient air has been given to inflate the bulb.
 Inspection of the bulb is carried out using advancing and withdrawing movements.
 At this stage the scope may often return into the gastric cavity."
DUVDKoKSEkU,14,"At this stage, the scope may often return into the gastric cavity.
 To overcome the sharp enteral angle and reach the vertical part"
DUVDKoKSEkU,15,"To overcome the sharp enteral angle and reach the vertical part of the duodenum,
 place the tip of the scope at the end of the bulb.
 Now angle the tip right and upward by turning the small wheel forward and the large wheel backwards
 and rotate the scope 90 degrees clockwise while gently advancing the scope."
DUVDKoKSEkU,16,"while gently advancing the scope.
 You usually find the papilla at the 11 to 1 o'clock position."
DUVDKoKSEkU,17,"After the duodenum has been completely examined, withdraw the scope and examine the stomach in detail.
 We start with the antrum. The antrum is recognized by the absence of longitudinal folds.
 Examination of the antrum begins with careful inspection of its entire distal portion, using arc-like talking movements."
DUVDKoKSEkU,18,"The examination of the antrum begins with careful inspection of its entire distal portion
 using arc-like talking movements. Within the gastric body, continue the arc-like movements"
DUVDKoKSEkU,19,"Within the gastric body, continue the arc-like movements until the junctional area between the body and the fundus is reached.
 This is recognized by the appearance of the gastric lake, which, due to the elevation of the patient's head, is seen in the distal fundus just above its junction with the body."
DUVDKoKSEkU,20,"of the patient's head is seen in the
 distal fundus just above its junction
 with the body. Once the upper gastro"
DUVDKoKSEkU,21,"body is reached, we prepare examination of the cardia and fundic area by means of retroflexion.
 Deflect the tip upward and insert the endoscope blindly until the cardia"
DUVDKoKSEkU,22,"we prepare examination of the cardia and fundic area
 by means of retroflexion.
 Deflect the tip upward and insert the endoscope blindly
 until the cardia and fundus are seen.
 Now withdraw the instrument in the retroflexed position
 for short distance while maintaining
 continuous air insufflation.
 We pull the tip of the endoscope inside"
DUVDKoKSEkU,23,"withdraw the instrument in the retroflexed position for short distance
 while maintaining continuous air insufflation. We pull the tip of the
 endoscope inside this hernia and perform a 360 degree rotation both clockwise and
 counterclockwise to complete the retroflexed view. This maneuver allows
 close inspection of the short Barrett segment."
DUVDKoKSEkU,24,"rotation, both clockwise and counterclockwise, to complete the retroflexed view.
 This maneuver allows close inspection of the short Barrett segment."
DUVDKoKSEkU,25,"After examination of the cardia and fundus in retroflexion, return the endoscope tip to the original position in the upper body."
DUVDKoKSEkU,26,"After examination of the cardia and fundus in retroflexion, return the endoscope tip to the original position in the upper body.
 Withdraw the endoscope with arc-like movements to examine the upper body and cardia."
DUVDKoKSEkU,27,"Withdraw the endoscope with arc-like movements to examine the upper body and
 cardia. At the end of the procedure, before you withdraw the instrument from
 the stomach, always make sure to aspirate as much air and gastric components as
 possible to deflate the patient's abdomen."
DUVDKoKSEkU,28,"to aspirate as much air and gastric components as possible to deflate the patient's abdomen.
 Back in the oesophagus we recommend withdrawing the endoscope slowly to allow once more careful"
R3i1P6_ARvI,0,"The Mount Sinai Otolaryngology Surgical Video Series presents Functional Endoscopic Sinus Surgery.
 This procedure is performed by members of our Rhinology and General Otolaryngology Divisions
 for those patients with chronic rhinosinusitis.
 This video was made by Kevin Wong along with series editor Zachary Schwamm.
 Here you see on a coronal diagram on the left and sagittal diagram on the right of the paranasal sinuses.
 There are four sinuses in total, the maxillary, ethmoid, sphenoid, and frontal sinus.
 The goal of a FESS procedure is to open up these sinus air cells and widen natural drainage pathways.
 This helps improve ventilation, restore healthy mucosa, and improve access for topical medications."
R3i1P6_ARvI,1,"to open up these sinus air cells and widen natural drainage pathways. This helps improve
 ventilation, restore healthy mucosa, and improve access for topical medications. Depending on
 patient-specific disease factors, all or only some of these sinuses may need to be opened in a
 standard FESS. We go through steps for a complete FESS, which includes a maxillary antrostomy,
 anterior ethmedectomy, posterior ethmedectomy, sphenodotomy, and frontal sinusotomy. The
 patient in this video has a history of chronic rhinosinusitis."
R3i1P6_ARvI,2,"Maxillary Entrostomy, Anterior Ethamedectomy, Posterior Ethamedectomy, Sphenodotomy, and
 Frontal Sinusotomy.
 The patient in this video has a history of chronic rhinosinusitis.
 Here we are looking in the left nasal cavity.
 You can see the inferior turbinate, middle turbinate, septum, and left septal spur.
 Maxillary Entrostomy.
 First, the curve of the uncinet is visualized, which often resembles a half moon."
R3i1P6_ARvI,3,"Maxillary Entrostomy. First, the curve of the uncinet is visualized, which often resembles a
 half-moon. A ball-tip probe is inserted posterior to the uncinet and aimed inferiorly. It should
 fall into the natural maxillary os and the free edge is reflected anteriorly. The natural os can
 also be approximated by the junction of the lower third and upper third of the maxillary line.
 Next, a backbiter is used to bring the uncinetomy to its anterior limit. Care must be taken not to
 disrupt lacrimal bone or nasolacrimal duct anteriorly. The reflected uncinet is removed
 with an upbiting kerosene and remaining portions removed with a microdebrider.
 When using the microdebrider, a tapping motion should be used in short intervals.
 Tissue should be allowed to come towards the instrument rather than digging in.
 This is safer and prevents inadvertent damage to underlying structures.
 The maxillary entrostomy should be clearly visible at this point. And if needed,
 the entrostomy is enlarged posteriorly."
R3i1P6_ARvI,4,"The maxillary anthrostomy should be clearly visible at this point.
 And if needed, the anthrostomy is enlarged posteriorly using a straight through cutting
 instrument towards the posterior wall.
 Once again, the debris is used to mop up hanging tissue.
 Next, the ethmoidectomy is addressed.
 Ethmoidectomies are classified as partial or total depending on whether the anterior
 or posterior ethmoid cells are removed."
R3i1P6_ARvI,5,"Next, the ethmoidectomy is addressed.
 Ethmoidectomies are classified as partial or total depending on whether the anterior
 or posterior ethmoid cells are removed.
 The first step in an anterior ethmoidectomy is to identify and resect the ethmoid bulla.
 We typically use a J curette to enter the bulla, starting in the retrobullar space and
 fracturing forward."
R3i1P6_ARvI,6,"The first step in an anterior ethmoidectomy is to identify and resect the ethmoid bolla.
 We typically use a J-Curette to enter the bolla, starting in the retrobollar space and fracturing forward.
 We then remove remaining partitions using a combination of through-cutting instruments and microdebriders.
 Once the bolla has been fractured, remove bony fragments with Blake's leaf forceps or a straight microdebrider.
 It is important to use mucosa sparing techniques."
R3i1P6_ARvI,7,"of through-cutting instruments and microdebriders. Once the bola has been fractured, remove bony
 fragments with Blakesley forceps or a straight microdebrider. It is important to use mucosa
 sparing techniques. Through-cutting instruments and Blakesley forceps can be used to cut and remove
 ethmoid bony partitions, but forceps should be used sparingly when removing mucosa to prevent
 stripping. The goal here is to identify the medial orbital wall and basal lamella. The basal lamella
 is the portion of the middle turbinate that curves laterally and attaches to the lateral
 nasal wall. On this axial CT scan of this patient, you can see the basal lamella highlighted in
 yellow, which divides the anterior ethmoid cells, shaded in red, from the posterior ethmoid cells,
 shaded in green. The next important point of reference is the roof of the maxillary sinus,
 which serves as both the point of entry of basal lamella and height of the sphenoid os."
R3i1P6_ARvI,8,"in green. The next important point of reference is the root for the maxillary sinus, which serves
 as both the point of entry of basal lamella and height of the sphenoid os. Once the basal lamella
 is entered, this marks the start of our posterior ethmoidectomy. The posterior portion of the middle
 turbinate is removed first in order to visualize the superior turbinate. Sphenoidotomy."
R3i1P6_ARvI,9,"Sphenoidotomy. Using the height of the maxillary roof as a guide, one-third of the lower superior
 turbinate is resected using through-cutting instruments to reveal the natural sphenoid
 os. A freer is then inserted into the natural os to widen it. An opening is further widened
 up to the skull base and laterally to the lamina using a kerosene or mushroom punch."
R3i1P6_ARvI,10,"to widen it. An opening is further widened up to the skull base and laterally to
 lamina using a kerosene or mushroom punch. With the sphenoidotomy complete
 and skull base defined, we now turn back to ethmoidectomy of the superior most
 cells. Starting posteriorly at the skull base, ethmoid partitions are dissected
 off of skull base using a combination of kerosene, through cutting instruments, and
 microdebriders."
R3i1P6_ARvI,11,"The axle of the middle turbine is also open to better visualize superiorly.
 Dissection continues from a posterior to anterior direction"
R3i1P6_ARvI,12,"The axilla of the middle turbinate is also open to better visualize superiorly.
 Dissection continues from a posterior to anterior direction until the roof of the ethmoid bulla and supra bulla recess are reached.
 This marks the completion of the total ethmoidectomy.
 This is also the portion of the case when we use an angled endoscope to examine the maxillary anterostomy
 to incorporate the natural laws if it was not reached with zero degree instruments.
 The ideal shape of a completed anterostomy is pear-shaped,
 with the anterior portion dissected just posterior to the nasal acromal duct,
 bone fragrance removed, and mucosal edges trimmed.
 Here we see the open cavity with maxillary anterostomy on the right,
 cleared ethmoid air cells, and sphenoid opening posteriorly.
 Frontal sinusotomy.
 The first step of frontal sinusotomy is to identify the anterior ethmoid artery,
 which lies posterior to the frontal recess.
 The natural drainage pathway of the frontal sinus is next identified.
 This is often described as a shadow recess known as a transition zone,
 which is posterior to the agronazi.
 Many times the opening may be tiny or even hidden by redundant mucosa
 that requires general suctioning or probing to reveal.
 Once the frontal drainage pathway is found,
 remnant agronazi is removed using a combination of side-to-side and front-to-front"
e-jceP3O0eY,0,
